entry_key,first_author,country_alpha3
,"Cao, Qingyun",ATG
,"Zhang, Minghao",ATG
,"Wang, Ying",ATG
,"Wen, Yunfeng",ATG
,"Liu, Mengjie",ATG
,"Dong, Chenchen",ATG
,"Xiao, Pengcheng",ATG
,"Yang, Lian Shu Qing",ATG
,"Zhao, Wei",ATG
,"Wang, Chunyan",ATG
,"Wang, Leqi",ATG
,"Shi, Jing",ATG
,"Haitong, Gu",ATG
,"Xu, Hua",ATG
,"Jiao, Yang",ATG
,"Chen, Siyi",ATG
,"Liu, Lei",ATG
,"Tian, Rui",ATG
,"Wang, Tie",ATG
,"Wang, Haiyan",ATG
,"Wang, Chen",ATG
,"Kopnina, Helen",ATG
,"Lu, Yongling",ATG
,"Dong, Ruping",ATG
,"Zhang, Jiachen",ATG
,"Wang, Chengfeng",ATG
,"Miao, Guixian",ATG
,"Söylemez, Nesrin Hark",ATG
,"Zhang, Zenan",ATG
,"Ling, Yan",ATG
,"Hu, Zhengbiao",ATG
,"Dastgeer, Faizan",ATG
,"Ding, Xiaolong",ATG
,"Xu, Ruihang",ATG
,"Yin, Rui",ATG
,"Smith, Yandaarra including Aunty Shaa",ATG
,"Liu, Cheng",ATG
,"Hou, Jia",ATG
,"Ibrahim, Magdy AM",ATG
,"Lin, Wenjun",ATG
,"Pei, Shiya",ATG
,"Zhang, Jianhua",ATG
,"Özkan Elgün, İmgehan",ATG
,"Zhang, Kai",ATG
,"Yang, Bowen",ATG
,"Li, Le",ATG
,"Wang, Rong",ATG
,"Jiashuo, Li",ATG
,"Li, Miao",ATG
,"Yang, Xiaona",ATG
,"Liu, Yingrui",ATG
,"Yan, Xiuzhen",ATG
,"Liu, Li",ATG
,"Dong, Jun",ATG
,"Jiang, Nan",ATG
,"Chen, Teli",ATG
,"Yu, Shengyuan",ATG
,"Kalva, Swamy",ATG
,"Tan, Kezhu",ATG
,"Ma, Xiaolong",ATG
,"Bal, Betul",ATG
,"Xiao, Hanjie",ATG
,"Hui, Qiaojuan",ATG
,"Li, Zhaoqi",ATG
,"Yan, Wensheng",ATG
,"Yang, Bowen",ATG
,"Xia, Xiaoxi",ATG
,"Li, Lin",ATG
,"Liu, Yuzhang",ATG
,"Wen, Bo",ATG
,"Kim Chi, Duong Thi",ATG
,"Alqazlan, Lama",ATG
,"Foote, Liz",ATG
,"Huang, Zhanghao",ATG
,"Habibi, Saeed",ATG
,"Henderson, Taylor",ATG
,"Najia, Mechichi",ATG
,"Chen, Hang",ATG
,"Shen, Hongming",ATG
,"Zhang, Wei",ATG
,"Desmet, Ophélie A.",ATG
,"Long, Holly M.",ATG
,"Yu, Anyue",ATG
,"Bao, Shidu",ATG
,"Kim, Jung-Joon",ATG
,"Zheng, Huajun",ATG
,"Zhang, Ke",ATG
,"Yao, Shujuan",ATG
,"Abbas, Munawar",ATG
,"Zhou, Xiaofei",ATG
,"Su, Renqi",ATG
,"Xu, Miaomiao",ATG
,"Valentine, David",ATG
,"Zhang, Qiang",ATG
,"Gong, Zhenchen",ATG
,"Zhao, Peipei",ATG
,"Jain, Shikha",ATG
,"Chairi, Mohamed",ATG
,"Malik, Hamza",ATG
,"Wang, You",ATG
,"Wu, Haiyan",ATG
,"Jin, Hua",ATG
,"Jam, Maryam Taheri",ATG
,"Xuan, Gang",ATG
,"Gao, Hailong",ATG
,"Li, Hongtao",ATG
,"Guo, Junxin",ATG
,"Huang, Sen-Huang",ATG
,"Xu, Lina",ATG
,"O’Connell, Colleen",ATG
,"Alshaghdali, Khalid",ATG
,"Pnevmatikos, Dimitris",ATG
,"Huang, Xueqing",ATG
,"Kan, Yin",ATG
,"Wang, Jinying",ATG
,"Grall, Margaux",ATG
,"Zhou, Xiuzhi",ATG
,"Hong, Huihui",ATG
,"Jin, Yanjie",ATG
,"Yan, Jitao",ATG
,"Gao, Tian",ATG
,"Hu, Yuyang",ATG
,"Xu, Yang",ATG
,"Zhu, Danqing",ATG
,"Li, Bin",ATG
,"Yang, Dandan",ATG
,"Yi, Xiaoping",ATG
,"Zhou, Ning",ATG
,"Shen, Yu",ATG
,"Jia, Xue Ping",ATG
,"Min, Zhao",ATG
,"Mikalonytė, Elzė Sigutė",ATG
,"Razavirad, Flora",ATG
,"Yang, Fan",ATG
,"Lou, Yaping",ATG
,"Wang, Lin",ATG
,"Xiaoling, Cheng",ATG
,"Pu, Yucui",ATG
,"Shi, Qingfeng",ATG
,"Feng, Jiawen",ATG
,"Garon, Michela",ATG
,"Shi, Anchi",ATG
,"Liu, Yuanyuan",ATG
,"Zhang, Huizhen",ATG
,"Zhu, Qingxiang",ATG
,"Li, Zhi",ATG
,"Zheng, Shuang",ATG
,"Lun, Xi",ATG
,"Royston, Alexander P",ATG
,"Mruczek, Ryan E.B.",ATG
,"Bich, Van Ngo Thai",ATG
,"Patnaikuni, Neelima",ATG
,"Govardhan, Doppa",ATG
,"Le, Vu Thi Thu",ATG
,"Ledesma, Jonathan A.",ATG
,"Liu, Ru",ATG
,"Alqarni, Ali",ATG
,"Wang, Bei",ATG
,"Cheng, Han",ATG
,"He, Weizhao",ATG
,"He, Zicong",ATG
,"Rayburn, Steven W.",ATG
,"Jia, Hongying",ATG
,"Vela, Raluca",ATG
,"Wang, Xingyang",ATG
,"Ballová Mikušková, Eva",ATG
,"Zhang, Han",ATG
,"Li, Jinglong",ATG
,"Xiao, Baojun",ATG
,"Pei, Jiayin",ATG
,"Li, Xiuming",ATG
,"Luo, Zhi",ATG
,"Du, Yifeng",ATG
,"Li, Huizhi",ATG
,"Zhao, Lei",ATG
,"Cai, Yu",ATG
,"Le, Feihong",ATG
,"Amirtharaj, Mark J.",ATG
,"Wang, Yongwei",ATG
,"Williamson, Zachary J",ATG
,"Cai, Xinlei",ATG
,"Sistaninia, Mahjoubeh",ATG
,"Yang, Yan",ATG
,"Guo, Lixiang",ATG
,"Mao, Li",ATG
,"Fu, Xiaoying",ATG
,"He, Min",ATG
,"Li, Mo",ATG
,"Guo, Wenjing",ATG
,"Yang, Juntang",ATG
,"Yang, You",ATG
,"Yu, Yang",ATG
,"Qiu, Shubing",ATG
,"Rangaraj, Vaishnavi",ATG
,"Yang, Yang",ATG
,"Qin, Fengyan",ATG
,"Unwin, Katy L",ATG
,"Liu, Xing",ATG
,"Tong, Zeyu",ATG
,"Tang, Yana",ATG
,"Zhang, Wenjie",ATG
,"Li, Sizheng",ATG
,"Cui, Xiao Hong",ATG
,"Li, Shixiao",ATG
,"Wei, Ning",ATG
,"Wang, Haiying",ATG
,"Yuan, Hailong",ATG
,"Talwar, Gaurav",ATG
,"Hue, Nguyen Thi",ATG
,"Hong, Chen-Shuo",ATG
,"Duverger, O.",ATG
,"Chao, Jiayu",ATG
,"Liu, Guiliang",ATG
,"Singh, Devesh",ATG
,"O’Neil, Libby",ATG
,"Önalan, Beril",ATG
,"Li, Lianhui",ATG
,"Zhao, Gang",ATG
,"Meyrick, Julian",ATG
,"Gaviria Alzate, Samuel Jose Octavio",ATG
,"Li, Xueying",ATG
,"Gong, Weibo",ATG
,"Lu, Shengxun",ATG
,"Liu, Haijun",ATG
,"Huang, Xiaojing",ATG
,"Xu, Yi",ATG
,"Shi, Xia",ATG
,"Campbell, Katelyn M",ATG
,"Li, Fenghua",ATG
,"Kanagaraju, T",ATG
,"Määrits, Erik-Jürgen",ATG
,"Huang, Wenzuo",ATG
,"Xu, Jing",ATG
,"Jiang, Yanru",ATG
,Marlina,ATG
,"Sun, Lihui",ATG
,"Ho, Teh Eng",ATG
,"Duerr, Raphael",ATG
,"Huang, Junxian",ATG
,"van Beek, Alexandra",ATG
,"Zhao, Xian",ATG
,"Najafi, Mohadeseh",ATG
,"Memon, Muhammad Mohsin",ATG
,"Mortazavy Beni, Hamidreza",ATG
,"Gonzales, Wilkinson Daniel Wong",ATG
,"Teti, Michelle",ATG
,"Hussain, Afzal",ATG
,"Tang, Yanhong",ATG
,"Rohrer, Julia M.",ATG
,"Xu, Tianhui",ATG
,"Passos-Silva, Ana Maísa",ATG
,"Haohao, Ma",ATG
,"Clark, Janine Natalya",ATG
,"Taylor, Carol A.",ATG
,"Enakoutsa, Koffi",ATG
,"Zhang, Yingbo",ATG
,"Li, Jia",ATG
,"Zhang, Runbin",ATG
,"Gu, Ying",ATG
,"Paladugu, Abhinay",ATG
,"Rana, Saikalyani",ATG
,"Wang, Ning",ATG
,"Pica, Gennaro",ATG
,"Wang, Zhenwei",ATG
,"Wu, Qing",ATG
,"Prescott, Molly A.",ATG
,"Luo, Qi",ATG
,"Wang, Ai",ATG
,"Xie, Hongbiao",ATG
,"Zhang, Wei",ATG
,"Jin, Songli",ATG
,"Li, Hanjiang",ATG
,"Shang, Meng",ATG
,"Tian, Xinna",ATG
,"Ye, Zihua",ATG
,"Sajadi, Seyed Yousef",ATG
,"Dong, Ning",ATG
,"Östling, Maja",ATG
,"Lin, Siming",ATG
,"Wu, Mingming",ATG
,"Zhang, Min",ATG
,"Dong, Xiaoxiang",ATG
,"He, Sisi",ATG
